"Sec/
S.No.",TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
27,-1.70190586942667,1.263975599431281,0.763095701292364,0.5205781787892217,-4.2930721963884855,0.16013355594296536
28,-1.7228537655791767,1.3119214436160664,-1.1923048787554775,1.1138507425551478,-3.6574348377774055,-0.9791917251871519
29,-1.7779238425603865,1.3448436668831714,-1.1883144265897796,1.0398295426967261,-3.0403030679277925,-2.227500860855991
30,-1.8517927395192266,1.3088695402500607,-3.306098753182444,0.8082579771904194,-2.4834505320585496,-3.530577329069569
31,-1.9488537501986083,1.2394719115361048,-1.8941898562174884,0.37890846515290477,-1.8331535775060206,-4.767884622694132
32,-2.0778654793216615,1.099806787931409,-0.3172500810730341,0.08022965568002943,-1.2296968934691106,-5.719819364799334
33,-2.170874585962995,0.9111785190199262,2.8718323690142853,0.4055532375633107,-0.5477475380700317,-6.211884772904965
34,-2.3061376642718217,0.6985478410270072,3.293437468620089,0.8264875359303866,0.005995386538904363,-6.143258567937451
35,-2.4518886820382484,0.42594062731954113,2.222534439399273,0.9139587799683808,0.43984818949401505,-5.561969035094431
36,-2.603700766204132,0.15570711623007955,-1.9956895751648522,0.9456792334397187,0.8580608884526258,-4.602698933350218
37,-2.739960030864854,-0.10252519031866392,-2.8463275467245004,1.233154779081925,1.3552825262799426,-3.3741998188808235
38,-2.8236396844241067,-0.33752174950110303,0.405811949466357,0.0,1.8467972070194885,-1.984825706334319
39,-2.887669842019841,-0.5539267620915942,1.5068606717805328,0.0,2.2247250321733985,-0.46425331025416494
40,-2.829902226714958,-0.832446117102289,3.247250948009163,0.0,2.273098096913853,1.0794866565565766
41,-2.481544813941036,-1.113810966555684,-0.27410578637061217,0.0,2.337095257356031,2.4313314119685927
42,-2.0498043648924154,-1.3584055406717934,-0.8141601492711606,0.0,2.340597071838359,3.439547018218879
43,-1.561141379972261,-1.5714195495222787,-0.7481794055412664,0.0,2.50990880154049,4.0528482233748795
44,-1.0372984657935826,-1.7093007102898403,-0.00887900034739245,0.0,2.75118582040973,4.3001094744387345
45,-0.5689733527992127,-1.7662990601109907,-0.25684016660416653,0.0,2.819449191409807,4.219681554714105
46,-0.04856112532678235,-1.7616990898201992,0.5751493552306239,0.0,2.6695715315661723,3.8434707640607844
47,0.4972034851461441,-1.7336569632397987,1.0803564031792163,0.0,2.2287511183096522,3.2919657130428948
48,1.0611121189496682,-1.7194000040372506,3.7512332037088756,0.0,1.8086374343463492,2.478866362499029
49,1.5807296359615974,-1.6663381672534123,1.0376467121780069,0.0,1.5802350865509935,1.5382088677134818
50,1.6784286536303958,-1.5092462331239884,0.15184535024734389,0.0,1.2394264949097589,0.5719769995733813
51,1.594105396529188,-1.334668514491749,0.3767330109123444,0.0,0.8160591250331615,-0.28481839144498367
52,1.5072133218126984,-1.1864816510534721,1.3376813037257982,0.0,0.24600775012081236,-0.974596049331043
53,1.3877828906359695,-1.087965620659027,3.3042235422956927,0.0,-0.2803890049364135,-1.530984155622828
54,1.3533193201024034,-1.0547632709960086,2.5077925051057566,0.0,-0.7888804822862849,-1.9103872526420655
55,1.3088659032871852,-1.0483056203954748,2.7603762743663633,0.0,-1.3037152464412873,-2.0071622715818065
56,1.2847111825299797,-1.0809329737721443,2.0352597536030466,0.0,-1.5873021884044372,-2.004535144737538
57,1.2622690068496292,-1.1227012937523093,0.3726635398918776,0.0,-1.8640655947191644,-1.8701613186373434
58,1.2508184603553654,-1.0247602596442131,-0.8913220609504925,0.0,-1.973662382831793,-1.642834619853974
59,1.4171144224915098,-0.93510506945735,0.500674084613347,0.0,-1.758590942511448,-1.2146105494097044
60,1.6883905171493545,-0.9046744967644238,-1.4549240425714056,0.0,-1.4651028702291218,-0.7115409044313167
61,1.975773490013695,-0.9517947052559903,0.19937519138929727,0.0,-1.0261754378299064,-0.15489655149200476
62,2.2335171206328646,-1.0499568917819124,-3.380811080364017,0.0,-0.8136693267474724,0.4353113226163362
63,2.455023073563687,-1.1683029223081338,-3.8434664750209375,0.0,-0.4913463134992351,0.9184272566863866
64,2.6399555556538385,-1.3522722469507387,-1.862345257746652,0.0,0.0030498603000548683,1.2578127697787969
65,2.7467937436184,-1.5494517426848462,-3.694555443213768,0.0,0.38190216447729997,1.5402947633209185
66,2.813499053327652,-1.6111532672584394,-1.666259969643984,0.0,0.7864797983601493,1.6801527466438795
67,2.81857512648029,-1.6203826948290654,-3.7217774386807716,0.0,1.0812045114139486,1.9327161479659023
68,2.7237135609486334,-1.5718618543579317,-3.979062829799975,0.0,1.289464422306954,2.1061472317718186
69,2.5417024792837046,-1.520215393048183,-4.064679758939305,0.0,1.3977085095109805,2.2044333874834225
70,2.3110349698469634,-1.4771349020555804,-2.0987301617801606,0.0,1.273408102646269,2.1769910479132544
71,2.0615742369851304,-1.4387723293099435,-2.320931181383106,0.0,1.0867233710380975,1.9787782789801802
72,1.7530642782870431,-1.3802996300366168,-2.8238466825434716,0.0,0.681113202142173,1.6723264471661492
73,1.4267628790682991,-1.2990777187162044,-3.2136862025332134,0.0,0.12396851489326118,1.4268565278065002
74,1.0739394173684622,-1.1080315167031518,-3.75140950921815,0.0,-0.2726209798961867,1.0832321683017327
75,0.7734549150109292,-0.8813797754200322,-3.452876275910919,0.0,-0.5796000426012865,0.7343511602799465
76,0.47562877510929824,-0.6241500264987692,-3.0513419654157636,0.0,-0.5849588192776717,0.30103807931236726
77,0.2144544577838808,-0.3623645377702799,-3.7015091024332065,0.0,-0.4078870686827022,-0.1386165074743765
78,0.036769511231398946,-0.165317733486868,-2.3994759230208498,0.0,-0.30785523669894643,-0.5281760720838993
79,-0.08257697165724885,0.00726961338493256,-1.1798594091297814,0.0,-0.341316574855225,-0.8260687869048435
80,-0.18312463456826633,0.20556961470269453,-1.0929781783141872,0.0,-0.4639961418738303,-0.9959004435029791
81,-0.2153551806388747,0.3602731027195924,-1.2689136584514435,0.0,-0.5070584548222284,-0.9922052231559358
82,-0.21757141544421607,0.5427975648990638,-2.890341048829347,0.0,-0.1549360008478042,-1.0354414565619758
83,-0.1452415704335298,0.6779511791800992,-3.196223035629851,0.0,0.509600331908293,-0.9392268274869195
84,-0.12114281520171177,0.7573154101907691,-0.3875373523876908,0.0,1.230705976330339,-0.6294461840835235
85,-0.07076824580050582,0.7864780423548237,0.73168570652274,0.0,1.72399757779006,-0.15319382844161733
86,-0.001488521923433344,0.7110798113705088,2.5600634775336903,0.0,1.892576928006173,0.3728685647882045
87,0.050911999496796825,0.5861139518040143,0.8896443972006525,0.0,1.9682801540035613,0.7247359239264929
88,0.050369133900539036,0.4518449471942853,-1.3087391612536814,0.0,2.0444756350653224,1.0542307953900707
89,-0.00041398383599502774,0.33694889438615744,1.9653675765622178,0.0,2.0892508355547905,1.3539076574297753
90,-0.06458405524519713,0.32931176422388225,0.8866811901469175,0.0,2.0911758330016474,1.5169212373409164
91,-0.21916083636521835,0.34191745203999274,3.5002298115435977,0.0,1.8935054091032015,1.6561972773428593
92,-0.44947576299201897,0.30361385327244284,2.268523412873282,0.0,1.3908649634940882,1.7022594083571374
93,-0.6629954354500582,0.2676544701338539,2.434818592729045,0.0,0.7576008345836028,1.6015137637949741
94,-0.9004235803535986,0.22997009813621835,1.1229254648460994e-14,0.0,0.17930918993512443,1.3831125907623698
95,-1.099817554203856,0.15617890805477602,1.1229254648460994e-14,0.0,-0.20585438445769913,1.1088951503101034
96,-1.2820972703906444,0.10487154711902812,1.1229254648460994e-14,0.0,-0.6438333253914156,0.9194115311923067
97,-1.4401103347694524,0.09683634260466514,1.1229254648460994e-14,0.0,-1.0634987771009807,0.7054791081062887
98,-1.5398912699826623,0.1572994136384303,1.1229254648460994e-14,0.0,-1.4382609619628668,0.5111220130285222
99,-1.7390333989686766,0.21024330246609468,1.1229254648460994e-14,0.0,-1.9234363579709757,0.36583974319483314
100,-1.8042444291500845,0.2278322914305622,1.1229254648460994e-14,0.0,-2.245759371219213,0.2117085821217889
101,-1.825975842658015,0.30707857448505804,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.02087427974039355
102,-1.896867373666245,0.38495371254902966,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.23401928969418478
103,-1.9775192923020388,0.3593147755756775,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.3709819253829429
104,-2.1643042332825133,0.2934998160305109,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.4317866205296892
105,-2.417329970111524,0.24679242538555424,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.46264398551455826
106,-2.7129846476281236,0.21664197908854144,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.37914350084809106
107,-3.05074218989367,0.18830498261770565,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.4755592955155983
108,-3.2677709007935,0.16990510145454102,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.719841379948395
109,-3.467148084986141,0.11050356202634296,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.9098255182188375
110,-3.5286430042818258,0.025536803097401597,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.9665374514906019
111,-3.384078455653612,-0.1421114731096074,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.7058028953895047
112,-3.06678750602224,-0.24648067082919378,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.42292814997640776
113,-2.5153144119597983,-0.23210576367047125,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.2335618774542073
114,-1.7019226590842864,-0.23462690123369326,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.06740388774678102
115,-0.7497252101429247,-0.2709253847462828,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.0035716439611402136
116,0.2563726362990496,-0.32475388324525295,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.14194962328249885
117,1.2506841430944358,-0.44839282830478855,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.4900259689344817
118,2.1926790767576727,-0.522803245156145,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.9754744659455691
119,2.9525342080475903,-0.5914194686604469,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.4047163384945005
120,3.548790915525036,-0.5416306876604412,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.5879470604469503
121,4.051445281792041,-0.44192043420973287,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.5731254669745907
122,4.36417504110434,-0.40467836704775034,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.5028588044972107
123,4.258859115430314,-0.4123597276935907,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.3476763137207626
124,3.8803586706827358,-0.43730572042441995,1.1229254648460994e-14,0.0,2.8436443913115584e-16,1.062792307211639
125,3.3547304562441984,-0.39441689486060055,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.6672025644855543
126,2.8580755942987226,-0.2892073179532736,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.17966338221006722
127,2.375048337785081,-0.18561952544334082,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.46222489053028576
128,1.9661586127521384,-0.11610394877321108,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.1451629182730167
129,1.6474573318810042,-0.06944078861181932,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.6889470422663646
130,1.2638584277706315,-0.049817197403348036,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.0249007661447034
131,0.8166043350846209,-0.026891063422000847,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.2159242599761417
132,0.528342703471698,-0.035899338574800245,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.2644219315561633
133,0.36651279026146866,0.04467385898665467,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1797719292185485
134,0.28799875469547376,0.15224239501746434,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.7896088678316733
135,0.16163979147578378,0.21833748095854458,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.313133793140982
136,0.03735155269542783,0.1399758075753545,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.6972318042540101
137,-0.026908063554394113,0.04241810432482439,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.05151899042860977
138,-0.0994841568767848,-0.012855256637278939,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.4465263043954702
139,-0.18434468302171178,-0.02777567309330688,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.7614773824905489
140,1.988294875851015e-16,-0.13485767380489805,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.8611764870062715
141,1.988294875851015e-16,-0.25961712444808793,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.81899876778908
142,1.988294875851015e-16,-0.3695151326133368,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.7371818475451476
143,1.988294875851015e-16,-0.4976655869965327,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.4348131982921723
144,1.988294875851015e-16,-0.7064334694247489,1.1229254648460994e-14,0.0,2.8436443913115584e-16,0.05973037185366488
145,1.988294875851015e-16,-0.8452287268526603,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.42462129371286905
146,1.988294875851015e-16,-0.9144494336323549,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-0.8856664884968848
147,1.988294875851015e-16,-1.0065962743933965,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.215412816951026
148,1.988294875851015e-16,-1.1445658961280893,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-1.4343671953628703
149,1.988294875851015e-16,-1.2398531012222673,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
150,1.988294875851015e-16,-1.2822701349613903,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
151,1.988294875851015e-16,-1.2985764399024644,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
152,1.988294875851015e-16,-1.1918630265539172,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
153,1.988294875851015e-16,-0.9470178130309375,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
154,1.988294875851015e-16,-0.768238198459995,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
155,1.988294875851015e-16,-0.6667144951831094,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
156,1.988294875851015e-16,-0.4970316167320966,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
157,1.988294875851015e-16,-0.2792702026456029,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
158,1.988294875851015e-16,-0.126203242520621,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
159,1.988294875851015e-16,0.09533250616344505,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
160,1.988294875851015e-16,0.436379021440952,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
161,1.988294875851015e-16,0.7530103097904132,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
162,1.988294875851015e-16,0.9220297309879465,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
163,1.988294875851015e-16,1.015901560608035,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
164,1.988294875851015e-16,1.069420445722048,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
165,1.988294875851015e-16,1.0637442003311677,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
166,1.988294875851015e-16,1.1375796208961755,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
167,1.988294875851015e-16,1.304313800442835,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
168,1.988294875851015e-16,1.561985854199751,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
169,1.988294875851015e-16,1.7077990150200235,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
170,1.988294875851015e-16,1.6900625911103382,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
171,1.988294875851015e-16,1.6462154384026042,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
172,1.988294875851015e-16,1.5326020696178702,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
173,1.988294875851015e-16,1.429795682317591,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
174,1.988294875851015e-16,1.581344062506831,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
175,1.988294875851015e-16,1.6579217730528868,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
176,1.988294875851015e-16,1.8073176030419489,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
177,1.988294875851015e-16,1.7185322790318698,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
178,1.988294875851015e-16,1.3901209385595168,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
179,1.988294875851015e-16,1.1429904833856637,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
180,1.988294875851015e-16,0.8565538718167807,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
181,1.988294875851015e-16,0.5455988288581995,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
182,1.988294875851015e-16,0.28155758546787996,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
183,1.988294875851015e-16,-0.0953893389701287,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
184,1.988294875851015e-16,-0.4373352074134634,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
185,1.988294875851015e-16,-0.8543254629725906,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
186,1.988294875851015e-16,-1.029212794989787,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
187,1.988294875851015e-16,-1.0456075608979916,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
188,1.988294875851015e-16,-1.1450082009637423,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
189,1.988294875851015e-16,-1.378353488759744,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
190,1.988294875851015e-16,-1.538408865288043,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
191,1.988294875851015e-16,-1.6669573940233267,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
192,1.988294875851015e-16,-1.7058949630553124,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
193,1.988294875851015e-16,-1.4103321283774557,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
194,1.988294875851015e-16,-0.6187096770202374,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
195,1.988294875851015e-16,0.03004831242106216,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
196,1.988294875851015e-16,0.3841428203503326,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
197,1.988294875851015e-16,0.5523808363382121,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
198,1.988294875851015e-16,0.8572025855757383,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
199,1.988294875851015e-16,1.0421302373622578,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
200,1.988294875851015e-16,1.216516290565714,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
201,1.988294875851015e-16,1.6156226872699384,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
202,1.988294875851015e-16,2.00769643708728,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
203,1.988294875851015e-16,2.235925732284228,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
204,1.988294875851015e-16,2.2437987583588512,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
205,1.988294875851015e-16,2.1217226237186235,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
206,1.988294875851015e-16,2.04383274216013,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
207,1.988294875851015e-16,1.8108707852216943,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
208,1.988294875851015e-16,1.6067618470623566,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
209,1.988294875851015e-16,1.4614647085503458,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
210,1.988294875851015e-16,1.234532840871313,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
211,1.988294875851015e-16,0.9981356497093061,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
212,1.988294875851015e-16,0.7002875733805756,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
213,1.988294875851015e-16,0.358842983750981,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
214,1.988294875851015e-16,0.08477616408586008,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
215,1.988294875851015e-16,-0.18613554775160276,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
216,1.988294875851015e-16,-0.37293562334238656,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
217,1.988294875851015e-16,-0.6315660042432178,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
218,1.988294875851015e-16,-0.7181545475695534,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
219,1.988294875851015e-16,-0.7580209567564103,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
220,1.988294875851015e-16,-0.7503543396050917,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
221,1.988294875851015e-16,-0.7798560721431472,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
222,1.988294875851015e-16,-0.8125423994979037,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
223,1.988294875851015e-16,-0.845715262171879,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
224,1.988294875851015e-16,-0.9236198872248939,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
225,1.988294875851015e-16,-1.0158404454585448,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
226,1.988294875851015e-16,-0.7292858859334875,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
227,1.988294875851015e-16,-0.42613015157692063,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
228,1.988294875851015e-16,-0.20711554045607658,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
229,1.988294875851015e-16,-0.13274935408828561,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
230,1.988294875851015e-16,-0.1525351237364965,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
231,1.988294875851015e-16,-0.2513607675158985,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
232,1.988294875851015e-16,-0.468134367469434,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
233,1.988294875851015e-16,-0.7272660271840055,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
234,1.988294875851015e-16,-0.8681401173394857,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
235,1.988294875851015e-16,-1.0059328171399171,1.1229254648460994e-14,0.0,2.8436443913115584e-16,-2.1270349762026396e-17
