Sec/S.No.,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
129,-0.20752258563608586,0.6691079205385212,-5.36484058176296e-15,5.729411877973956e-17,0.0,-2.5234525646307375
130,-0.26879842885417216,0.689795799711248,-5.36484058176296e-15,5.729411877973956e-17,0.0,-3.028540929363366
131,-0.39329889948714963,0.6653258803437377,-5.36484058176296e-15,5.729411877973956e-17,0.0,-3.341475430740538
132,-0.4306758802198731,0.5996710942494377,-5.36484058176296e-15,5.729411877973956e-17,0.0,-3.2950613842261465
133,-0.4821261168888018,0.5637476777620785,-5.36484058176296e-15,5.729411877973956e-17,0.0,-3.0258030356651444
134,-0.5109961294809834,0.5473667907354614,-5.36484058176296e-15,5.729411877973956e-17,0.0,-2.4752743119657317
135,-0.6096197800156735,0.5095344580614608,-5.36484058176296e-15,5.729411877973956e-17,0.0,-1.866035121286853
136,-0.7335426170094783,0.4448221993343151,-5.36484058176296e-15,5.729411877973956e-17,0.0,-1.0698768428797507
137,-0.8129818291037696,0.3900124433253718,-5.36484058176296e-15,5.729411877973956e-17,0.0,-0.21857989191286856
138,-0.8387302861711295,0.38760243663973687,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.46508373309794526
139,-0.8798939763162068,0.3617008301322454,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.870330562317791
140,-1.0021305898582855,0.2994343702692341,-5.36484058176296e-15,5.729411877973956e-17,0.0,1.0625181673209365
141,-1.0674265298176844,0.2248554010023852,-5.36484058176296e-15,5.729411877973956e-17,0.0,1.060676837404175
142,-1.158885189353345,0.11042780633939549,-5.36484058176296e-15,5.729411877973956e-17,0.0,1.093030257302876
143,-1.2304009016294908,0.005556723335779795,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.8875580835808955
144,-1.3386051020179326,-0.1301672175344286,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.7620632553534396
145,-1.4086738128545349,-0.22403817101252302,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.5560849569161186
146,-1.4936268005954738,-0.27246498852238366,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.4177104597420998
147,-1.4560572753163594,-0.36357994425601453,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.4780790876937287
148,-1.3869279484788155,-0.5138951632278635,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.5010619700055594
149,-1.3101260132017563,-0.6124906842678954,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
150,-1.221940610954741,-0.6375213477652318,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
151,-1.120714691702162,-0.6652602861023654,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
152,-1.0422090289237051,-0.611727117793239,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
153,-0.9569059601893286,-0.4481568620503981,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
154,-0.8786978662552939,-0.28599443199520513,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
155,-0.783773404884598,-0.15578248661392388,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
156,-0.670201295930108,0.003826768041635968,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
157,-0.5692262680561596,0.21145719551739525,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
158,-0.5139193057761902,0.3714363026841171,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
159,-0.42202304499873217,0.5252233629704205,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
160,-0.3311595231519164,0.7420523803205583,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
161,-0.26112582041465765,0.8999436104081409,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
162,-0.13425646839275027,0.9875509326488179,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
163,-0.04711547444282415,1.0518575466863023,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
164,0.09456813828473193,1.0899642860621326,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
165,0.17789324940618434,1.0636212426864806,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
166,0.2387198220160253,1.1261740399774882,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
167,0.2446070173890065,1.2792452566938008,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
168,0.3091852913118575,1.4832606741411078,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
169,0.31006049379545236,1.6924540267446802,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
170,0.24084364670954878,1.844379893749008,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
171,0.13340378982344667,1.999562848996793,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
172,-0.013396840091527109,2.1611764656483263,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
173,-0.10533394365155296,2.3553251725559305,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
174,-0.12587786328313574,2.7092263028330925,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
175,-0.17926521478242072,2.9215216442399567,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
176,-0.3125877264500339,3.0963306440316494,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
177,-0.46486712391231166,3.1252268628069344,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
178,-0.5752593305097401,3.0391586042417376,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
179,-0.6424632118833757,2.9390478809785585,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
180,-0.6812638553227467,2.702258758751851,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
181,-0.7789247831254825,2.3580453781218944,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
182,-0.8930278482533536,1.9401239712352443,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
183,-0.9719069307581442,1.3551008136604663,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
184,-1.0351840703220507,0.7819487286213651,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
185,-1.0988813070780827,0.05881548494307687,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
186,-1.1804326744994496,-0.49176366618898887,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
187,-1.2688631334418718,-0.7857128974794425,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
188,-1.359143186966291,-1.0365683458564645,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
189,-1.4167198410203836,-1.2911581115236042,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
190,-1.4769221025252606,-1.4770149637454841,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
191,-1.4967425214370713,-1.5869088824652002,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
192,-1.5454329529410644,-1.6901812481625038,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
193,-1.6272818892068535,-1.6025739259218268,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
194,-1.7357894931229414,-0.8769352297485715,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
195,-1.832773597671697,-0.0914758725764394,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
196,-1.9607398701397096,0.4038998085831886,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
197,-2.0504189512920608,0.6719712948184834,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
198,-2.133113916625325,0.9153103857106047,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
199,-2.1924001328640395,1.0468824338748681,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
200,-2.1809466496953944,1.1296100891134426,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
201,-2.1102711318034997,1.4380909448747041,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
202,-2.086955737640533,1.7136191349640673,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
203,-2.1141220227313173,1.7047188132438513,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
204,-2.1954166640908293,1.544155100494971,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
205,-2.3454030310460885,1.304037305667807,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
206,-2.420734626150708,1.076220089518314,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
207,-2.457831542088681,0.7979836245891534,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
208,-2.4889479077220895,0.5922263211215361,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
209,-2.444044185630451,0.44368878034849657,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
210,-2.2869628438748495,0.35495996984816774,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
211,-2.082468866241304,0.29240717255716003,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
212,-1.8376455581637083,0.20188875313185495,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
213,-1.5809720084582386,0.10718264882210513,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
214,-1.4025765688854912,0.044653712983430405,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
215,-1.2663717237052388,-0.027360150157619053,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
216,-1.1454012364227601,-0.0582488002027114,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
217,-1.0176916900166018,-0.15256119054896647,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
218,-0.8326855543511013,-0.1916462494704506,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
219,-0.6368152385225769,-0.1836168707603898,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
220,-0.43089759818238405,-0.14912514141301178,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
221,-0.20492615160142122,-0.12277016731119296,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
222,0.0023217965138360008,-0.14388755262591418,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
223,0.18728708939676858,-0.17180545185554566,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
224,0.3520468742751086,-0.26105921430720097,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
225,0.4853635512594981,-0.3770855262765028,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
226,0.5687470092131902,-0.25251681437198037,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
227,0.6481395438416897,-0.16147344299534885,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
228,0.7355022557541262,-0.148635981640185,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
229,0.7925596230012857,-0.2319482424609186,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
230,0.8080682110105861,-0.36362766716068046,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
231,0.7929330427276194,-0.543686186465637,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
232,0.7795657834615144,-0.7956869845546443,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
233,0.7002199262988065,-1.0759993958367775,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
234,0.6368085890207487,-1.3517662004494706,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
235,0.5480688918674561,-1.6978169129090697,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
236,0.4560909455248628,-2.0370909729060913,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
237,0.3575023030895166,-2.3954899869480273,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
238,0.3500980900783041,-2.7556308870102733,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
239,0.2937350501347968,-3.1022662050520315,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
240,0.26574607470943384,-3.4078717558071645,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
241,0.24110620745462724,-3.6509364399974555,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
242,0.22728967758027682,-3.7660440860519366,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
243,0.09931173574581587,-3.790000984194287,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
244,-0.02968727565283917,-3.716257165759094,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
245,-0.12348564316130964,-3.5765245008969377,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
246,-0.22752387972783966,-3.395404146963162,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
247,-0.31278027099642497,-3.21399745560139,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
248,-0.3732509279296042,-3.0173910191034854,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
249,-0.4305650212386178,-2.819484133453431,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
