Sec,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
26,-0.08997459467868625,0.7887277078210982,-0.03229585330626127,-2.3993416233299056,-4.1032890949781615,-1.5824800111123614
27,0.091061191835305,0.9105512273330226,0.7942255698973106,-1.9198944081996696,-4.0194701888492474,-2.0556070361902736
28,0.2852807108615758,1.0325677107607762,-0.8104831192739519,-1.579715703612886,-3.840759014570667,-2.588416084604396
29,0.5241305041087737,1.1472874141879008,-1.4607572286113226,-1.2721355543724595,-3.5627371785479887,-3.2399523902213003
30,0.7517725344029813,1.2693795784175046,-1.1425879204333926,-1.0711825238569248,-3.1866724943864786,-3.868164079177583
31,0.8782246467127848,1.3726471389868462,-0.2528433659136931,-0.8384662492029873,-2.651714121038677,-4.38240555479518
32,1.0692436516641506,1.4602412497507486,-0.44867371465391315,-0.566133377173461,-2.0480747887291626,-4.692063940803555
33,1.2941980452942143,1.5274108381486042,0.3945458518941728,-0.19355602077726594,-1.4277222192578622,-4.747051844136306
34,1.3981690310989863,1.5842590699385461,1.0004464177904113,0.07208008276455044,-0.8683342149780152,-4.572664656769178
35,1.400858655660071,1.631355100156713,1.0618603798422745,0.24162683974337312,-0.27844708008110924,-4.27553566989068
36,1.3514534529870184,1.676436958858967,-1.7416918774719807,0.26739297777337867,0.18339930469454585,-3.8308502298203244
37,1.374970273798277,1.7099644392342708,-1.4714166583305186,0.299898720763297,0.6272814867244815,-3.280455220835601
38,1.3142539375313056,1.7156475806176685,-0.2538212952457304,-1.1889509433325853e-17,0.9390499094760476,-2.6858272547780633
39,1.2426876597607117,1.6898160854083093,-0.7883574681366348,-1.1889509433325853e-17,1.1750991123542718,-2.051824053688826
40,1.0718100266148973,1.651110444906399,1.080832208883775,-1.1889509433325853e-17,1.283069657063247,-1.4088831474348247
41,0.9031488985582252,1.5920041812390255,-0.1175223945932044,-1.1889509433325853e-17,1.4134480701443746,-0.8701038831235409
42,0.8057717669065342,1.5118205929674218,0.03166072500889691,-1.1889509433325853e-17,1.609782274736692,-0.43101363274095517
43,0.6146633065928264,1.4124959579167073,-0.8437571647964783,-1.1889509433325853e-17,2.0111400509235358,-0.13511543657650063
44,0.36364957196404835,1.297766960356022,-0.3595599042721262,-1.1889509433325853e-17,2.428629807536196,0.04993608669124762
45,0.1717558923586713,1.1896133410005494,0.0415867077290623,-1.1889509433325853e-17,2.8413684221331064,0.14859818321436266
46,-0.06781550747808607,1.0679814576710884,0.24286901249538365,-1.1889509433325853e-17,3.121239328497021,0.16700467092765994
47,-0.3197237957302847,0.9026104966499825,0.2528194434488507,-1.1889509433325853e-17,3.16671213807329,0.11480807005273048
48,-0.6160297742613212,0.7311076203678397,1.6489847025634194,-1.1889509433325853e-17,3.090912890098619,0.03278807619067406
49,-0.8965319721119258,0.5610192226980589,-0.18233466107389473,-1.1889509433325853e-17,2.982723321112322,-0.08780424424136471
50,-1.1456830473070478,0.3948972071697007,-0.9108186687408498,-1.1889509433325853e-17,2.672854512765989,-0.19669020964064732
51,-1.5142828738890604,0.2423335621950676,-0.1764426368483765,-1.1889509433325853e-17,2.234574297829092,-0.25677242873050365
52,-1.9045010797037383,0.08971061179676224,0.19986457011909856,-1.1889509433325853e-17,1.532782605242084,-0.26415968996919204
53,-1.9984709559986673,-0.040042131375698765,0.20135591235045092,-1.1889509433325853e-17,0.9209593465703344,-0.25613060535201454
54,-2.043063460177717,-0.13697507605682518,-0.07234205945313985,-1.1889509433325853e-17,0.45236532925103484,-0.2506763651120699
55,-2.0795910664673936,-0.22695202563454384,0.6709331293608651,-1.1889509433325853e-17,-0.007914189540702917,-0.26707432319386015
56,-2.186349083783356,-0.30611635725900455,0.07442068505217181,-1.1889509433325853e-17,-0.17818029312639458,-0.2879977653326049
57,-2.183516330642524,-0.3777798805222924,-0.884756852042089,-1.1889509433325853e-17,-0.19344038844825678,-0.29334629348668073
58,-2.0509951689720465,-0.4603423244076149,-1.3272943230217051,-1.1889509433325853e-17,-0.060825400535247195,-0.271944630007101
59,-2.094784562786958,-0.5469370945248613,-0.47165505395675894,-1.1889509433325853e-17,0.28212870970267506,-0.138020001983467
60,-2.1214879823945356,-0.6376212834087608,-2.392943916141389,-1.1889509433325853e-17,0.5982818300060101,-0.015580237003149797
61,-2.0381354636611397,-0.7209688602910577,-1.231310559082366,-1.1889509433325853e-17,0.9660530756666241,0.1230284432062419
62,-2.0249298642825098,-0.8062314712646217,-2.86005186158841,-1.1889509433325853e-17,1.1988463984223534,0.26730027087289043
63,-2.074816138015268,-0.9035308703547079,-2.9888207063842582,-1.1889509433325853e-17,1.3913813742042045,0.3954208019914425
64,-2.123714426968382,-0.9790390668675537,-2.0425518364728714,-1.1889509433325853e-17,1.67046884757616,0.5117770881254533
65,-2.024090971773435,-1.0236097482239759,-4.559839730066876,-1.1889509433325853e-17,1.7457837149375233,0.6756585077207629
66,-1.9291947355040309,-1.0381413473348295,-2.5029609659954453,-1.1889509433325853e-17,1.7075218584915401,0.8092383129881107
67,-2.0100345525040852,-1.0348375041429394,-3.439768369619382,-1.1889509433325853e-17,1.5507720800198028,1.047249074321699
68,-2.110562500807158,-0.9954817168695773,-3.3841975353264337,-1.1889509433325853e-17,1.3391356600522917,1.259715265191421
69,-1.947109662735735,-0.9210689003835135,-3.3656168780177502,-1.1889509433325853e-17,1.1005887380115327,1.4566820507092373
70,-1.6953564304449293,-0.8272676361345125,-2.491788123376934,-1.1889509433325853e-17,0.8343689409322322,1.5842916400794238
71,-1.5255562374411016,-0.7388512158393933,-2.7936015634765603,-1.1889509433325853e-17,0.6759090882952515,1.6655439628417188
72,-1.522741375372738,-0.6637705494703339,-2.513742636881143,-1.1889509433325853e-17,0.5267914634871117,1.6855940217948333
73,-1.5030154740278419,-0.586801846255112,-2.388127614181111,-1.1889509433325853e-17,0.2908728327742141,1.795640303184247
74,-1.335143541056721,-0.528111163131233,-2.8304206028277172,-1.1889509433325853e-17,0.048080209357678844,1.823961074379382
75,-1.1696332296514305,-0.5055268611568234,-2.5964021136714894,-1.1889509433325853e-17,-0.3076320650342376,1.8040620326917944
76,-1.0491448081644315,-0.5095043077429612,-2.123475488698855,-1.1889509433325853e-17,-0.5703811697190544,1.7278511696436707
77,-0.8800483306776944,-0.4899220109086174,-2.4726696049356307,-1.1889509433325853e-17,-0.639988769854052,1.640676453118298
78,-0.5721608645687721,-0.4680923040637689,-1.000201409688945,-1.1889509433325853e-17,-0.6899557891207513,1.5938057278076152
79,-0.2068688984964752,-0.41678868680939296,-0.42087607339078625,-1.1889509433325853e-17,-0.7571456981945431,1.61118529811533
80,0.08531219388212155,-0.3561798715497266,-0.7343024243083437,-1.1889509433325853e-17,-0.8867954343530423,1.654172362747547
81,0.3728952806363361,-0.2709150476872197,-0.8865415730730549,-1.1889509433325853e-17,-0.9692538627593623,1.7559076606241335
82,0.5585370243624732,-0.178459219915559,-1.183758745312112,-1.1889509433325853e-17,-0.7950284741605462,1.7951293614358814
83,0.7159943652600368,-0.08860220891855063,-0.1895224416643586,-1.1889509433325853e-17,-0.4018209282932729,1.826802715925712
84,0.8400212433018999,-0.04054401458796983,0.4812637354124718,-1.1889509433325853e-17,0.1383139996089224,2.000731817587408
85,1.0368309920422087,-0.014437678571890848,0.42872448204883484,-1.1889509433325853e-17,0.5553193756082747,2.224161861934379
86,1.3066084858964702,-0.01656382226831961,2.2056954230582444,-1.1889509433325853e-17,0.7565521424030007,2.4106153288171015
87,1.4539772498187897,-0.043952748715758,1.5160596581064187,-1.1889509433325853e-17,0.9302594543458443,2.4338216486197277
88,1.5246330707904352,-0.08645305117711473,0.12659321491629696,-1.1889509433325853e-17,1.0425936365799229,2.3683405622872864
89,1.5232793129736586,-0.10574722987108057,2.512618543917758,-1.1889509433325853e-17,1.0482292997156257,2.2074920727746408
90,1.4358237749541731,-0.10809244957286573,1.3048513706199354,-1.1889509433325853e-17,0.890742420310594,1.9888492757448708
91,1.4113070419816243,-0.10766890262917667,2.3942157500414956,-1.1889509433325853e-17,0.5712028477194374,1.7440502883258504
92,1.3543796372840746,-0.1350795153882564,2.738960287817505,-1.1889509433325853e-17,0.1647611810955282,1.4804144139867816
93,1.2245262333083315,-0.16163551043755178,2.420326463206856,-1.1889509433325853e-17,-0.2560181516822916,1.1952409606291587
94,1.1400068190706065,-0.18354753675107968,3.4743029148247214e-15,-1.1889509433325853e-17,-0.5813113235584781,0.8832619426405205
95,1.1288487535411396,-0.19561353500164952,3.4743029148247214e-15,-1.1889509433325853e-17,-0.8020456750455095,0.570477499235739
96,1.2246713497850197,-0.20137368492026322,3.4743029148247214e-15,-1.1889509433325853e-17,-1.0439074452834274,0.3458720371720838
97,1.237654304706265,-0.20562774262427516,3.4743029148247214e-15,-1.1889509433325853e-17,-1.1825119047801214,0.19197285882809878
98,1.047947311735916,-0.22986064686121532,3.4743029148247214e-15,-1.1889509433325853e-17,-1.1875873712065201,0.09110842718271721
99,0.975295642235572,-0.23916274682198546,3.4743029148247214e-15,-1.1889509433325853e-17,-1.1603272726906237,0.06975458583722095
100,1.006885312523967,-0.23640592977680336,3.4743029148247214e-15,-1.1889509433325853e-17,-1.1141510582237246,0.11028006904135051
101,0.9409050251573999,-0.2255251548441012,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.18648086427177243
102,0.8610034955134666,-0.22168490737242919,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.3008663750906577
103,0.6934317349804268,-0.2695678408987249,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.49101724802436253
104,0.5525136966314408,-0.29821855662145846,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.6638288219211599
105,0.4430799700329801,-0.28698239172451145,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.831166019942609
106,0.19830425600485546,-0.2620834079157301,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.0635161507733657
107,-0.025509084781111684,-0.27587103376394934,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.186202577287377
108,-0.16255668778609755,-0.28759580453950945,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.2349761201436977
109,-0.30211102883360236,-0.30274878286555607,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.2859721337576888
110,-0.35457759279569445,-0.29999993222056875,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.3630135917662103
111,-0.46160397619868304,-0.297130257839294,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.4506740804956944
112,-0.681644288590756,-0.28654822291389603,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.493422034457494
113,-0.929886894883871,-0.2632912027008163,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.4269794715345319
114,-1.1737740189793975,-0.2286391321646826,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.3670331679836498
115,-1.443068453877012,-0.19332717814574799,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.2674876204572025
116,-1.5670038886595923,-0.16127082633974635,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.1366236090149129
117,-1.5708961908699424,-0.12469664046772792,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.0756604558761498
118,-1.47602579726077,-0.10224953760778403,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.1150734452242317
119,-1.2222230432238606,-0.08678675482971822,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,1.1070896657867122
120,-1.0766732050024965,-0.06894467386014513,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.9855409026730034
121,-0.8746154083381198,-0.0485936194070053,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.8260993906841831
122,-0.6513348239323232,-0.019036061795432647,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.6982305550081758
123,-0.5896026723285339,0.006850755637501315,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.5479583079912606
124,-0.4623017280249512,0.031975011540679506,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.3611121962181682
125,-0.3963731259788486,0.05789280941881539,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.128198267596111
126,-0.25396018913027973,0.0787059150832524,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.08847627107295919
127,0.01460071179612985,0.10024838894330029,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.3453868431872325
128,0.175238687799189,0.1256049981854929,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.6432155433960052
129,0.5323584095473028,0.15288505049693596,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.8524197613303474
130,0.8004998642191751,0.18272098953753727,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.9455219055276489
131,0.9433223078375765,0.20626922593551503,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.9914689085641921
132,1.058190944672553,0.19470953667510227,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-1.0154454164210047
133,1.100721999723853,0.17310775739138215,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-1.0312216867597095
134,1.0970185477228915,0.14761306387914672,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.9049511171438611
135,1.068746677428917,0.13288894343025237,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.7671252097607836
136,0.9828735053744154,0.12234851081698271,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.5817439654633018
137,0.9273018463905831,0.11799885631063343,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.36284695603656153
138,0.8998271227699233,0.12690971750628222,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.15422667152892325
139,0.9147880351473986,0.14722049738065957,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,-0.017953725026346765
140,0.9654316976146534,0.16793269530929605,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.08275465544465709
141,1.0344832857549646,0.18078559686799459,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.15800655885668527
142,0.8673071167131708,0.1571718589573042,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.294027809916717
143,0.7802968676084547,0.11508802219501896,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.29912715958267355
144,0.7117959269207824,0.07884399935329525,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.31386392774366845
145,0.6275170482129108,0.03518724113032979,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.27652239188772987
146,0.557292600877448,-0.00699529047881298,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.26330586419970525
147,0.4234753304014811,-0.037945640391106115,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.29940150761504736
148,0.29165589635115363,-0.05041349927372366,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.27974912746115355
149,0.23381207116383287,-0.05886850534711564,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
150,0.12947928811581094,-0.06972803654596506,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
151,0.04766142582081649,-0.10534935243913023,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
152,-0.10955736744383487,-0.14177483217417944,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
153,-0.29785096568917907,-0.17100488222218896,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
154,-0.3771958841896506,-0.1890594005302895,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
155,-0.33253380361766854,-0.23375931460098237,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
156,-0.27953647117234687,-0.26256670286088,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
157,-0.17384993030754817,-0.2697417739696442,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
158,-0.18923028893956068,-0.25382048060259,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
159,-0.20553303175216703,-0.22260502659492612,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
160,-0.10786765504404028,-0.18975070703608085,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
161,-0.0008909690645750218,-0.1724149350566648,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
162,0.037348216491246776,-0.13287459284545702,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
163,-0.025479266326997662,-0.08278363873184184,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
164,-0.11356496767675955,-0.046428528865179834,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
165,-0.07434376103211585,-0.007300669152946166,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
166,0.060771606146281514,0.04164754911050686,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
167,0.17633401901364415,0.09384561607564107,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
168,0.24805932853951257,0.14544797333732126,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
169,0.3385921310235652,0.19324194872810857,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
170,0.4699682640560642,0.24692928995187782,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
171,0.6056998792861513,0.30322562723943713,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
172,0.7842030850973916,0.3507850364022671,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
173,0.8248197953945714,0.3894406656140658,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
174,0.8484141441865265,0.4335391164700529,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
175,0.9917633804942758,0.4737805018984012,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
176,1.1104706463221974,0.4990716096278811,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
177,1.3692173000512118,0.4906909566229738,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
178,1.759554779682346,0.4652546833788334,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
179,2.0000306726272283,0.4148725130803202,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
180,2.2382503025441505,0.32702480524355043,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
181,2.4414233093923916,0.22191169529575194,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
182,2.713737359743286,0.09160882793206261,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
183,3.000797629602035,-0.05446175830603713,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
184,3.160549003569437,-0.21204379282559235,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
185,3.2760637069102168,-0.3829381246484117,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
186,3.486884153290234,-0.558695501212355,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
187,3.7168738898716858,-0.7275477791185793,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
188,3.7988845781699507,-0.9300718177591909,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
189,0.0,-1.1342210020395376,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
190,0.0,-1.331754533535909,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
191,0.0,-1.525541644051791,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
192,0.0,-1.696653724146601,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
193,0.0,-1.8602933208587082,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
194,0.0,-2.013952788437912,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
195,0.0,-2.1261320953584795,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
196,0.0,-2.203542491206723,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
197,0.0,-2.2452541200487968,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
198,0.0,-2.264191581045152,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
199,0.0,-2.2721885191073445,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
200,0.0,-2.2611333685259343,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
201,0.0,-2.235033228598896,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
202,0.0,-2.2081360060745907,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
203,0.0,-2.1473745014778576,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
204,0.0,-2.082527561314569,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
205,0.0,-1.9800969153434678,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
206,0.0,-1.8384640565916484,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
207,0.0,-1.6595453468837438,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
208,0.0,-1.4341263166611262,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
209,0.0,-1.157075719042781,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
210,0.0,-0.8575780185644917,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
211,0.0,-0.505114821235638,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
212,0.0,-0.12495112269617226,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
213,0.0,0.2864267021175915,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
214,0.0,0.7104569407518185,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
215,0.0,1.127594915484196,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
216,0.0,1.5214949008484036,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
217,0.0,1.8802041985077527,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
218,0.0,2.167688567492315,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
219,0.0,2.40357943077097,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
220,0.0,2.5801808031777704,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
221,0.0,2.7137211270650607,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
222,0.0,2.8113250196737027,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
223,0.0,2.8845172066188103,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
224,0.0,2.947726608964284,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
225,0.0,3.020081881311152,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
226,0.0,3.0874346969134874,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
227,0.0,3.10623053301749,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
228,0.0,3.0817989113534696,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
229,0.0,3.0245944044437048,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
230,0.0,2.9089112091708005,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
231,0.0,2.7337154638205896,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
232,0.0,2.5053501932592694,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
233,0.0,2.2256520953095262,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
234,0.0,1.964918898179031,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
235,0.0,1.715742734842217,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
236,0.0,1.4759390413345606,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
237,0.0,1.2600509237894186,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
238,0.0,1.0609072942981248,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
239,0.0,0.8515317089122147,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
240,0.0,0.6568209385515267,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
241,0.0,0.45108157227674456,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
242,0.0,0.24409634952705672,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
243,0.0,0.03247379670843038,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
244,0.0,-0.1744507928842194,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
245,0.0,-0.363516926129118,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
